"submission_year","tri_facility_id","tri_facility_name","rsei_media","county","state","chemical","industry_sector","new_industry_flag","rsei_score"
2013,"06708MRRRP346HU","MIRROR POLISHING & PLATING CO INC","Stack Air Releases","NEW HAVEN","CT","Chromium compounds","332 Fabricated Metals","False",36457.1
2011,"11590PRKNL1101P","OERLIKON METCO (US) INC","Stack Air Releases","NASSAU","NY","Nickel","332 Fabricated Metals","False",35772.6
2008,"06382STHMS141DE","AES THAMES LLC","Stack Air Releases","NEW LONDON","CT","Chromium compounds","2211 Electric Utilities","True",35289.1
2016,"11725GSSRS440MO","GASSER & SONS INC","Stack Air Releases","SUFFOLK","NY","Trichloroethylene","332 Fabricated Metals","False",35176.9
2014,"06095TYLRF22DEE","TAYLOR & FENN CO","Fugitive Air Releases","HARTFORD","CT","Chromium","331 Primary Metals","False",34941.8
2007,"06708MRRRP346HU","MIRROR POLISHING & PLATING CO INC","Fugitive Air Releases","NEW HAVEN","CT","Chromium compounds","332 Fabricated Metals","False",34867.2
2010,"06382STHMS141DE","AES THAMES LLC","Stack Air Releases","NEW LONDON","CT","Chromium compounds","2211 Electric Utilities","True",34789.9
2017,"06723YLTCR2712S","EYELET CRAFTERS INC","Stack Air Releases","NEW HAVEN","CT","Trichloroethylene","339 Miscellaneous Manufacturing","False",34543.6
2009,"06382STHMS141DE","AES THAMES LLC","Stack Air Releases","NEW LONDON","CT","Chromium compounds","2211 Electric Utilities","True",34240.2
2012,"06492MRCNCSOUTH","ALLNEX USA INC WALLINGFORD CT SITE","Fugitive Air Releases","NEW HAVEN","CT","Formaldehyde","325 Chemicals","False",34179.2
2012,"06095TYLRF22DEE","TAYLOR & FENN CO","Fugitive Air Releases","HARTFORD","CT","Chromium","331 Primary Metals","False",33756.4
2018,"11590PRKNL1101P","OERLIKON METCO (US) INC","Stack Air Releases","NASSAU","NY","Nickel","332 Fabricated Metals","False",33643.7
2018,"06108PRTTW400MA","PRATT & WHITNEY","Fugitive Air Releases","HARTFORD","CT","Cobalt","336 Transportation Equipment","False",33587.5
2007,"11725GSSRS440MO","GASSER & SONS INC","Fugitive Air Releases","SUFFOLK","NY","Trichloroethylene","332 Fabricated Metals","False",33555.1
2017,"06108PRTTW400MA","PRATT & WHITNEY","Fugitive Air Releases","HARTFORD","CT","Cobalt","336 Transportation Equipment","False",33430.1
2013,"06488RMNTC1200M","ROMATIC MANUFACTURING CO INC","Fugitive Air Releases","NEW HAVEN","CT","Trichloroethylene","332 Fabricated Metals","False",33243.2
2007,"06382STHMS141DE","AES THAMES LLC","Stack Air Releases","NEW LONDON","CT","Chromium compounds","2211 Electric Utilities","True",33148.8
2015,"06108PRTTW400MA","PRATT & WHITNEY","Fugitive Air Releases","HARTFORD","CT","Cobalt","336 Transportation Equipment","False",33127.9
2013,"06490SPRRPLACEY","SUPERIOR PLATING CO","Stack Air Releases","FAIRFIELD","CT","Chromium compounds","332 Fabricated Metals","False",33089
2007,"11590PRKNL1101P","OERLIKON METCO (US) INC","Stack Air Releases","NASSAU","NY","Chromium","332 Fabricated Metals","False",33086.2
2007,"11590PRKNL1101P","OERLIKON METCO (US) INC","Stack Air Releases","NASSAU","NY","Chromium compounds","332 Fabricated Metals","False",33086.2
2008,"11590PRKNL1101P","OERLIKON METCO (US) INC","Stack Air Releases","NASSAU","NY","Chromium","332 Fabricated Metals","False",33084.4
2008,"11590PRKNL1101P","OERLIKON METCO (US) INC","Stack Air Releases","NASSAU","NY","Chromium compounds","332 Fabricated Metals","False",33084.4
2009,"11590PRKNL1101P","OERLIKON METCO (US) INC","Stack Air Releases","NASSAU","NY","Chromium","332 Fabricated Metals","False",33082.5
2009,"11590PRKNL1101P","OERLIKON METCO (US) INC","Stack Air Releases","NASSAU","NY","Chromium compounds","332 Fabricated Metals","False",33082.5
2014,"11590PRKNL1101P","OERLIKON METCO (US) INC","Stack Air Releases","NASSAU","NY","Chromium","332 Fabricated Metals","False",33082.4
2013,"11590PRKNL1101P","OERLIKON METCO (US) INC","Stack Air Releases","NASSAU","NY","Chromium","332 Fabricated Metals","False",33080.9
2010,"11590PRKNL1101P","OERLIKON METCO (US) INC","Stack Air Releases","NASSAU","NY","Chromium","332 Fabricated Metals","False",33080.6
2012,"06490SPRRPLACEY","SUPERIOR PLATING CO","Stack Air Releases","FAIRFIELD","CT","Chromium compounds","332 Fabricated Metals","False",32996.8
2014,"06108PRTTW400MA","PRATT & WHITNEY","Fugitive Air Releases","HARTFORD","CT","Cobalt","336 Transportation Equipment","False",32984.4
2019,"11590PRKNL1101P","OERLIKON METCO (US) INC","Stack Air Releases","NASSAU","NY","Nickel","332 Fabricated Metals","False",32976.5
2016,"0610WMTTCR84SPR","MOTT CORP","Stack Air Releases","HARTFORD","CT","Nickel compounds","332 Fabricated Metals","False",32847.8
2013,"06108PRTTW400MA","PRATT & WHITNEY","Fugitive Air Releases","HARTFORD","CT","Cobalt","336 Transportation Equipment","False",32844.3
2007,"06413CHSBRJOHNS","UNILEVER MANUFACTURING (US), INC.","Stack Air Releases","MIDDLESEX","CT","Polycyclic aromatic compounds","325 Chemicals","False",32818.6
2009,"06490SPRRPLACEY","SUPERIOR PLATING CO","Stack Air Releases","FAIRFIELD","CT","Chromium compounds","332 Fabricated Metals","False",32729.4
2015,"0610WMTTCR84SPR","MOTT CORP","Stack Air Releases","HARTFORD","CT","Nickel compounds","332 Fabricated Metals","False",32724.5
2012,"06108PRTTW400MA","PRATT & WHITNEY","Fugitive Air Releases","HARTFORD","CT","Cobalt","336 Transportation Equipment","False",32705.8
2008,"06490SPRRPLACEY","SUPERIOR PLATING CO","Stack Air Releases","FAIRFIELD","CT","Chromium compounds","332 Fabricated Metals","False",32641.9
2014,"0610WMTTCR84SPR","MOTT CORP","Stack Air Releases","HARTFORD","CT","Nickel compounds","332 Fabricated Metals","False",32608.8
2017,"11590PRKNL1101P","OERLIKON METCO (US) INC","Stack Air Releases","NASSAU","NY","Chromium","332 Fabricated Metals","False",32430
2016,"11590PRKNL1101P","OERLIKON METCO (US) INC","Stack Air Releases","NASSAU","NY","Chromium","332 Fabricated Metals","False",32425.6
2017,"06492MRCNCSOUTH","ALLNEX USA INC WALLINGFORD CT SITE","Stack Air Releases","NEW HAVEN","CT","Formaldehyde","325 Chemicals","False",32369.4
2007,"06457PRTTWAIRCR","PRATT & WHITNEY","Fugitive Air Releases","MIDDLESEX","CT","Cobalt","336 Transportation Equipment","False",31198
2014,"11725GSSRS440MO","GASSER & SONS INC","Stack Air Releases","SUFFOLK","NY","Trichloroethylene","332 Fabricated Metals","False",31115.1
2013,"11725GSSRS440MO","GASSER & SONS INC","Stack Air Releases","SUFFOLK","NY","Trichloroethylene","332 Fabricated Metals","False",30996
2009,"06108PRTTW400MA","PRATT & WHITNEY","Fugitive Air Releases","HARTFORD","CT","Chromium","336 Transportation Equipment","False",30883.9
2017,"0610WMTTCR84SPR","MOTT CORP","Stack Air Releases","HARTFORD","CT","Nickel compounds","332 Fabricated Metals","False",30604.9
2012,"06473NTDST195MC","COVIDIEN LP","Fugitive Air Releases","NEW HAVEN","CT","Ethylene oxide","339 Miscellaneous Manufacturing","False",30181.4
2011,"06473NTDST195MC","COVIDIEN LP","Fugitive Air Releases","NEW HAVEN","CT","Ethylene oxide","339 Miscellaneous Manufacturing","False",29984
2013,"06492MTKNC21TOE","AMETEK SPECIALTY METAL PRODUCTS DIV","Fugitive Air Releases","NEW HAVEN","CT","Nickel","331 Primary Metals","False",29875.7
2010,"06473NTDST195MC","COVIDIEN LP","Fugitive Air Releases","NEW HAVEN","CT","Ethylene oxide","339 Miscellaneous Manufacturing","False",29787.9
2009,"06473NTDST195MC","COVIDIEN LP","Fugitive Air Releases","NEW HAVEN","CT","Ethylene oxide","339 Miscellaneous Manufacturing","False",29593.7
2008,"06473NTDST195MC","COVIDIEN LP","Fugitive Air Releases","NEW HAVEN","CT","Ethylene oxide","339 Miscellaneous Manufacturing","False",29399.4
2008,"06787WHYCCWATER","WHYCO FINISHING TECHNOLOGIES","Stack Air Releases","LITCHFIELD","CT","Chromium compounds","332 Fabricated Metals","False",29336.4
2014,"06708MRRRP346HU","MIRROR POLISHING & PLATING CO INC","Stack Air Releases","NEW HAVEN","CT","Chromium compounds","332 Fabricated Metals","False",29238.2
2007,"06473NTDST195MC","COVIDIEN LP","Fugitive Air Releases","NEW HAVEN","CT","Ethylene oxide","339 Miscellaneous Manufacturing","False",29205.2
2012,"06511SRGNT100SA","SARGENT MANUFACTURING CO","Fugitive Air Releases","NEW HAVEN","CT","Chromium compounds","332 Fabricated Metals","False",28723.3
2011,"06511SRGNT100SA","SARGENT MANUFACTURING CO","Fugitive Air Releases","NEW HAVEN","CT","Chromium","332 Fabricated Metals","False",28673
2007,"06787WHYCCWATER","WHYCO FINISHING TECHNOLOGIES","Fugitive Air Releases","LITCHFIELD","CT","Chromium compounds","332 Fabricated Metals","False",28541.1
2008,"06511SRGNT100SA","SARGENT MANUFACTURING CO","Fugitive Air Releases","NEW HAVEN","CT","Chromium","332 Fabricated Metals","False",28528.3
2007,"06511SRGNT100SA","SARGENT MANUFACTURING CO","Fugitive Air Releases","NEW HAVEN","CT","Chromium","332 Fabricated Metals","False",28480.7
2010,"06037MHRTN225EP","CORBIN RUSSWIN","Fugitive Air Releases","HARTFORD","CT","Nickel compounds","332 Fabricated Metals","False",28380.2
2018,"11590PRKNL1101P","OERLIKON METCO (US) INC","Stack Air Releases","NASSAU","NY","Chromium","332 Fabricated Metals","False",27801.7
2012,"06488RMNTC1200M","ROMATIC MANUFACTURING CO INC","Fugitive Air Releases","NEW HAVEN","CT","Trichloroethylene","332 Fabricated Metals","False",27342.2
2015,"11590PRKNL1101P","OERLIKON METCO (US) INC","Stack Air Releases","NASSAU","NY","Nickel","332 Fabricated Metals","False",27232.9
2011,"06492MRCNCSOUTH","ALLNEX USA INC WALLINGFORD CT SITE","Fugitive Air Releases","NEW HAVEN","CT","Formaldehyde","325 Chemicals","False",26860.3
2019,"0602WPRDGM134CM","PARADIGM PRECISION HOLDINGS LLC","Fugitive Air Releases","HARTFORD","CT","Cobalt","336 Transportation Equipment","False",26721.3
2019,"06492MTKNC21TOE","AMETEK SPECIALTY METAL PRODUCTS DIV","Stack Air Releases","NEW HAVEN","CT","Chromium compounds","331 Primary Metals","False",26597
2018,"0602WPRDGM134CM","PARADIGM PRECISION HOLDINGS LLC","Fugitive Air Releases","HARTFORD","CT","Cobalt","336 Transportation Equipment","False",26565.5
2014,"06511SRGNT100SA","SARGENT MANUFACTURING CO","Fugitive Air Releases","NEW HAVEN","CT","Chromium compounds","332 Fabricated Metals","False",26522.7
2018,"06492MTKNC21TOE","AMETEK SPECIALTY METAL PRODUCTS DIV","Stack Air Releases","NEW HAVEN","CT","Chromium compounds","331 Primary Metals","False",26495.7
2015,"11590PRKNL1101P","OERLIKON METCO (US) INC","Stack Air Releases","NASSAU","NY","Chromium","332 Fabricated Metals","False",26467.6
2017,"11725GSSRS440MO","GASSER & SONS INC","Stack Air Releases","SUFFOLK","NY","Trichloroethylene","332 Fabricated Metals","False",26448.6
2017,"0602WPRDGM134CM","PARADIGM PRECISION HOLDINGS LLC","Fugitive Air Releases","HARTFORD","CT","Cobalt","336 Transportation Equipment","False",26413.7
2016,"0602WPRDGM134CM","PARADIGM PRECISION HOLDINGS LLC","Fugitive Air Releases","HARTFORD","CT","Cobalt","336 Transportation Equipment","False",26270.9
2015,"0602WPRDGM134CM","PARADIGM PRECISION HOLDINGS LLC","Fugitive Air Releases","HARTFORD","CT","Cobalt","336 Transportation Equipment","False",26132.5
2011,"06108PRTTW400MA","PRATT & WHITNEY","Fugitive Air Releases","HARTFORD","CT","Cobalt","336 Transportation Equipment","False",26055.1
2014,"0602WPRDGM134CM","PARADIGM PRECISION HOLDINGS LLC","Fugitive Air Releases","HARTFORD","CT","Cobalt","336 Transportation Equipment","False",26003.1
2008,"06770XMTCR7GREA","DEXMET CORP","Fugitive Air Releases","NEW HAVEN","CT","Trichloroethylene","332 Fabricated Metals","False",25840.3
2008,"06108PRTTW400MA","PRATT & WHITNEY","Fugitive Air Releases","HARTFORD","CT","Cobalt","336 Transportation Equipment","False",25735.3
2015,"11725GSSRS440MO","GASSER & SONS INC","Stack Air Releases","SUFFOLK","NY","Trichloroethylene","332 Fabricated Metals","False",25229.8
2013,"06095TYLRF22DEE","TAYLOR & FENN CO","Fugitive Air Releases","HARTFORD","CT","Chromium","331 Primary Metals","False",25148.2
2016,"06492MRCNCSOUTH","ALLNEX USA INC WALLINGFORD CT SITE","Stack Air Releases","NEW HAVEN","CT","Formaldehyde","325 Chemicals","False",24722.6
2010,"06096HMLTN1HAMI","HAMILTON SUNDSTRAND","Fugitive Air Releases","HARTFORD","CT","Chromium","336 Transportation Equipment","False",24295.4
2011,"06488RMNTC1200M","ROMATIC MANUFACTURING CO INC","Fugitive Air Releases","NEW HAVEN","CT","Trichloroethylene","332 Fabricated Metals","False",24186.2
2008,"06457PRTTWAIRCR","PRATT & WHITNEY","Fugitive Air Releases","MIDDLESEX","CT","Cobalt","336 Transportation Equipment","False",24178
2018,"0610WMTTCR84SPR","MOTT CORP","Stack Air Releases","HARTFORD","CT","Nickel compounds","332 Fabricated Metals","False",23712.7
2016,"06488RMNTC1200M","ROMATIC MANUFACTURING CO INC","Fugitive Air Releases","NEW HAVEN","CT","Trichloroethylene","332 Fabricated Metals","False",23329.7
2011,"06096HMLTN1HAMI","HAMILTON SUNDSTRAND","Fugitive Air Releases","HARTFORD","CT","Chromium","336 Transportation Equipment","False",23115.9
2011,"06457PRTTWAIRCR","PRATT & WHITNEY","Fugitive Air Releases","MIDDLESEX","CT","Cobalt","336 Transportation Equipment","False",22988.9
2007,"11768NRTHPWATER","NATIONAL GRID  NORTHPORT POWER STATION","Stack Air Releases","SUFFOLK","NY","Nickel compounds","2211 Electric Utilities","True",22898.7
2009,"06457PRTTWAIRCR","PRATT & WHITNEY","Fugitive Air Releases","MIDDLESEX","CT","Cobalt","336 Transportation Equipment","False",22822
2010,"06488RMNTC1200M","ROMATIC MANUFACTURING CO INC","Fugitive Air Releases","NEW HAVEN","CT","Trichloroethylene","332 Fabricated Metals","False",22789.7
2007,"06108PRTTW400MA","PRATT & WHITNEY","Stack Air Releases","HARTFORD","CT","Chromium","336 Transportation Equipment","False",22538
2010,"06492MRCNCSOUTH","ALLNEX USA INC WALLINGFORD CT SITE","Fugitive Air Releases","NEW HAVEN","CT","Formaldehyde","325 Chemicals","False",22530.8
2010,"11590PRKNL1101P","OERLIKON METCO (US) INC","Stack Air Releases","NASSAU","NY","Nickel","332 Fabricated Metals","False",22305.7
2019,"0610WMTTCR84SPR","MOTT CORP","Stack Air Releases","HARTFORD","CT","Nickel compounds","332 Fabricated Metals","False",22220.9
2019,"06340RWDCR839PO","PCC STRUCTURALS","Stack Air Releases","NEW LONDON","CT","Cobalt","331 Primary Metals","False",22019.6
2019,"06340RWDCR839PO","PCC STRUCTURALS","Stack Air Releases","NEW LONDON","CT","Nickel","331 Primary Metals","False",22011.4
2013,"06492MRCNCSOUTH","ALLNEX USA INC WALLINGFORD CT SITE","Fugitive Air Releases","NEW HAVEN","CT","Formaldehyde","325 Chemicals","False",21966.1
2008,"06457PRTTWAIRCR","PRATT & WHITNEY","Fugitive Air Releases","MIDDLESEX","CT","Chromium","336 Transportation Equipment","False",21908.3
2009,"06492MRCNCSOUTH","ALLNEX USA INC WALLINGFORD CT SITE","Fugitive Air Releases","NEW HAVEN","CT","Formaldehyde","325 Chemicals","False",21570.8
2014,"06040NSNNG23SHE","PARADIGM MANCHESTER INC","Fugitive Air Releases","HARTFORD","CT","Chromium","336 Transportation Equipment","False",21398.3
2017,"11590PRKNL1101P","OERLIKON METCO (US) INC","Stack Air Releases","NASSAU","NY","Nickel","332 Fabricated Metals","False",21387
2016,"11590PRKNL1101P","OERLIKON METCO (US) INC","Stack Air Releases","NASSAU","NY","Nickel","332 Fabricated Metals","False",21384.1
2013,"06040NSNNG23SHE","PARADIGM MANCHESTER INC","Fugitive Air Releases","HARTFORD","CT","Chromium","336 Transportation Equipment","False",21340.8
2012,"06040NSNNG23SHE","PARADIGM MANCHESTER INC","Fugitive Air Releases","HARTFORD","CT","Chromium","336 Transportation Equipment","False",21284.1
2011,"06040NSNNG23SHE","PARADIGM MANCHESTER INC","Fugitive Air Releases","HARTFORD","CT","Chromium","336 Transportation Equipment","False",21228
2010,"06040NSNNG23SHE","PARADIGM MANCHESTER INC","Fugitive Air Releases","HARTFORD","CT","Chromium","336 Transportation Equipment","False",21172.9
2018,"06511SRGNT100SA","SARGENT MANUFACTURING CO","Stack Air Releases","NEW HAVEN","CT","Nickel compounds","332 Fabricated Metals","False",21158
2009,"06040NSNNG23SHE","PARADIGM MANCHESTER INC","Fugitive Air Releases","HARTFORD","CT","Chromium","336 Transportation Equipment","False",21120.7
2007,"06457PRTTWAIRCR","PRATT & WHITNEY","Fugitive Air Releases","MIDDLESEX","CT","Chromium","336 Transportation Equipment","False",21091.2
2008,"06040NSNNG23SHE","PARADIGM MANCHESTER INC","Fugitive Air Releases","HARTFORD","CT","Chromium","336 Transportation Equipment","False",21068.5
2007,"06040NSNNG23SHE","PARADIGM MANCHESTER INC","Fugitive Air Releases","HARTFORD","CT","Chromium","336 Transportation Equipment","False",21016.2
2015,"06095TYLRF22DEE","TAYLOR & FENN CO","Fugitive Air Releases","HARTFORD","CT","Chromium","331 Primary Metals","False",20832.2
2019,"06040DYNMC255SH","PARADIGM MANCHESTER INC","Fugitive Air Releases","HARTFORD","CT","Chromium","336 Transportation Equipment","False",20651.8
2018,"06040DYNMC255SH","PARADIGM MANCHESTER INC","Fugitive Air Releases","HARTFORD","CT","Chromium","336 Transportation Equipment","False",20633.3
2017,"06040DYNMC255SH","PARADIGM MANCHESTER INC","Fugitive Air Releases","HARTFORD","CT","Chromium","336 Transportation Equipment","False",20616.4
2016,"06040DYNMC255SH","PARADIGM MANCHESTER INC","Fugitive Air Releases","HARTFORD","CT","Chromium","336 Transportation Equipment","False",20601
2015,"06040DYNMC255SH","PARADIGM MANCHESTER INC","Fugitive Air Releases","HARTFORD","CT","Chromium","336 Transportation Equipment","False",20587.3
2014,"06040DYNMC255SH","PARADIGM MANCHESTER INC","Fugitive Air Releases","HARTFORD","CT","Chromium","336 Transportation Equipment","False",20575.5
2014,"06040NSNNG171UT","PARADIGM MANCHESTER INC","Fugitive Air Releases","HARTFORD","CT","Chromium","336 Transportation Equipment","False",20575.5
2013,"06040DYNMC255SH","PARADIGM MANCHESTER INC","Fugitive Air Releases","HARTFORD","CT","Chromium","336 Transportation Equipment","False",20564.8
2013,"06040NSNNG171UT","PARADIGM MANCHESTER INC","Fugitive Air Releases","HARTFORD","CT","Chromium","336 Transportation Equipment","False",20564.8
2012,"06040DYNMC255SH","PARADIGM MANCHESTER INC","Fugitive Air Releases","HARTFORD","CT","Chromium","336 Transportation Equipment","False",20554.8
2012,"06040NSNNG171UT","PARADIGM MANCHESTER INC","Fugitive Air Releases","HARTFORD","CT","Chromium","336 Transportation Equipment","False",20554.8
2011,"06040DYNMC255SH","PARADIGM MANCHESTER INC","Fugitive Air Releases","HARTFORD","CT","Chromium","336 Transportation Equipment","False",20545.5
2011,"06040NSNNG171UT","PARADIGM MANCHESTER INC","Fugitive Air Releases","HARTFORD","CT","Chromium","336 Transportation Equipment","False",20545.5
2010,"06040DYNMC255SH","PARADIGM MANCHESTER INC","Fugitive Air Releases","HARTFORD","CT","Chromium","336 Transportation Equipment","False",20537.4
2010,"06040NSNNG171UT","PARADIGM MANCHESTER INC","Fugitive Air Releases","HARTFORD","CT","Chromium","336 Transportation Equipment","False",20537.4
2009,"06040DYNMC255SH","PARADIGM MANCHESTER INC","Fugitive Air Releases","HARTFORD","CT","Chromium","336 Transportation Equipment","False",20532.1
2009,"06040NSNNG171UT","PARADIGM MANCHESTER INC","Fugitive Air Releases","HARTFORD","CT","Chromium","336 Transportation Equipment","False",20532.1
2008,"06040DYNMC255SH","PARADIGM MANCHESTER INC","Fugitive Air Releases","HARTFORD","CT","Chromium","336 Transportation Equipment","False",20526.8
2008,"06040NSNNG171UT","PARADIGM MANCHESTER INC","Fugitive Air Releases","HARTFORD","CT","Chromium","336 Transportation Equipment","False",20526.8
2007,"06040DYNMC255SH","PARADIGM MANCHESTER INC","Fugitive Air Releases","HARTFORD","CT","Chromium","336 Transportation Equipment","False",20521.5
